사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),위도,경도
나은동물병원,031-241-8575,85.0,경기도 수원시 장안구 연무동 258-7,경기도 수원시 장안구 월드컵로 425-2 (연무동),16221.0,202198.016,421270.4689,37.293409434935846,127.02557947072391
이든동물병원,031-242-7501,29.3,경기도 수원시 팔달구 화서동 743 화서위브하늘채 101호,"경기도 수원시 팔달구 수성로244번길 25, 101호 (화서동, 화서위브하늘채)",16433.0,199979.6464,420715.2447,37.28840913697241,127.00056103860399
쿨펫동물병원,031-237-1175,74.3,경기도 수원시 권선구 권선동 1296-5 롯데마트1층,경기도 수원시 권선구 동수원로 232 (권선동),16553.0,203008.6315,416482.0218,37.25026170307593,127.0347025439546
이지훈동물병원,031-295-5975,67.25,경기도 수원시 권선구 구운동 507-5,경기도 수원시 권선구 금호로 261 (구운동),16410.0,198029.4646,419360.2236,37.276197742629094,126.97857229359101
율전동물병원,031-291-2830,41.8,경기도 수원시 장안구 율전동 399-10 1층,"경기도 수원시 장안구 율전로 98, 1층 (율전동)",16362.0,197175.6588,421788.3695,37.29807384056006,126.96893594390235
타임즈 동물의료센터,031-232-3500,682.43,경기도 수원시 팔달구 인계동 950-6,"경기도 수원시 팔달구 경수대로 486, 1,2,3층 (인계동)",16487.0,202420.1108,418593.7817,37.26929108429409,127.02807574989916
웰빙동물병원,031-212-5567,82.44,경기도 수원시 영통구 이의동 1201 202호,"경기도 수원시 영통구 웰빙타운로 47, 2층 202호 (이의동)",16224.0,204026.7911,422569.2433,37.305105782398286,127.04621108777809
수원종합동물병원,031-214-5527,157.59,경기도 수원시 영통구 원천동 79-9,"경기도 수원시 영통구 중부대로 263, 2층 (원천동)",16503.0,203902.6986,419199.2484,37.27474161161675,127.04479397488403
쿨펫동물병원 광교이마트점,031-211-7782,49.7,경기도 수원시 영통구 이의동 1240,"경기도 수원시 영통구 광교로 191, 3층 (이의동)",16226.0,204159.79,421622.5758,37.29657545697764,127.04770604753801
24시 숨 동물병원,031-548-2475,620.75,경기도 수원시 권선구 권선동 1022-7,"경기도 수원시 권선구 권선로 715, 1,2(일부)층 (권선동)",16571.0,202556.9374,417421.9359,37.258731988523294,127.0296144468585
닥터에이스 동물병원,031-203-7501,63.3,경기도 수원시 영통구 망포동 417-2 101호,"경기도 수원시 영통구 영통로154번길 60, 101호 (망포동)",16691.0,205172.4155,415483.0328,37.241251090885406,127.05908465152528
광교산동물병원,031-241-2668,74.1,경기도 수원시 장안구 영화동 127-39,경기도 수원시 장안구 팔달로 298 (영화동),16268.0,201429.6141,420974.3434,37.290742698346406,127.01691298660447
소담동물병원,031-269-1121,39.7,경기도 수원시 장안구 천천동 548-7,경기도 수원시 장안구 하률로 9 (천천동),16322.0,197651.7748,422354.2149,37.30317362921712,126.97430401518658
튼튼동물병원,031-267-8100,124.0,경기도 수원시 권선구 곡반정동 565-9,"경기도 수원시 권선구 동수원로82번길 7-3, 1층 (곡반정동)",16671.0,202397.0912,415141.7409,37.238186995217525,127.02780540797505
스타동물병원,031-294-0082,110.17,경기도 수원시 권선구 금곡동 1083,경기도 수원시 권선구 금곡로102번길 30(금곡동),16385.0,194708.5662,418983.7749,37.272792640317775,126.94113086739638
매탄동물병원,031-211-0075,45.5,경기도 수원시 영통구 매탄동 1270-1 주공플라자 101호102호,"경기도 수원시 영통구 효원로 374, 주공플라자 101호102호 (매탄동)",16546.0,203681.8395,417432.5688,37.25882410577865,127.04229518356671
퀸즈동물병원,031-292-1682,103.0,경기도 수원시 권선구 금곡동 1091-5,"경기도 수원시 권선구 금곡로118번길 50, 1층 (금곡동)",16388.0,194878.735,418895.1821,37.2719953526614,126.94305010253362
봄나래동물병원,031-217-9559,90.67,경기도 수원시 영통구 이의동 1316-2,경기도 수원시 영통구 센트럴파크로127번길 166(이의동),16506.0,204899.3747,421404.4683,37.294606694118684,127.05604591890102
아름드리동물병원,031-213-7514,94.0,경기도 수원시 영통구 하동 968-4,"경기도 수원시 영통구 법조로149번길 104, 1층 (하동)",16512.0,206014.1841,421307.4388,37.2937259689489,127.06861801517465
서울경기양돈농협동물병원,031-295-7611,101.6,경기도 수원시 팔달구 화서동 736,경기도 수원시 팔달구 화산로 62 (화서동),16423.0,198571.6828,420902.7886,37.29009777376815,126.98468287601415
닥터김 동물병원,031-203-8277,41.59,경기도 수원시 영통구 영통동 958-1 124호,"경기도 수원시 영통구 봉영로 1623, 124호 (영통동, 드림피아빌딩)",16703.0,206556.3518,417113.7666,37.25593599001385,127.07469594920593
조은동물병원,031-242-7585,65.2,경기도 수원시 팔달구 화서동 135-1,"경기도 수원시 팔달구 화양로 21-2, 1층 (화서동)",16443.0,199712.324,419798.2539,37.28014669495308,126.99754684266489
한마음 동물의료센터,031-244-0117,82.7,경기도 수원시 장안구 영화동 390-19,"경기도 수원시 장안구 수성로 300, 1층 (영화동, 동광빌딩)",16273.0,200383.6733,421006.4104,37.2910325791531,127.00511742721487
전병준동물병원,031-212-7582,8.0,경기도 수원시 팔달구 인계동 1036 수원미디어시티,"경기도 수원시 팔달구 인계로 126, 수원미디어시티 109호110호호 (인계동)",16489.0,202706.3559,418367.4453,37.26725094772208,127.03130215262135
애니존동물병원,031-267-0975,52.2,경기도 수원시 팔달구 인계동 1019-5,경기도 수원시 팔달구 인계로108번길 4 (인계동),16489.0,202517.5715,418412.2201,37.26765490050039,127.02917395023631
자연앤동물병원,031-215-7582,34.2,경기도 수원시 영통구 이의동 1369-2 국제프라자 108호,"경기도 수원시 영통구 에듀타운로 17, 국제프라자 108호 (이의동)",16509.0,204571.5442,420288.9734,37.28455738798917,127.0523418687319
카페거리 동물병원 동행,031-211-7550,127.88,경기도 수원시 영통구 이의동 1306-15,"경기도 수원시 영통구 센트럴파크로127번길 32, 지하,1층 (이의동)",16506.0,204767.3518,421448.1406,37.29500087125018,127.05455723446875
한성동물병원,031-232-5831,33.88,경기도 수원시 팔달구 지동 365-20 포레스트 101호,"경기도 수원시 팔달구 세지로 279-1, 101호 (지동, 포레스트)",16245.0,201991.5941,419337.5849,37.27599398664862,127.0232464609201
귀족동물병원,031-254-7518,49.0,경기도 수원시 장안구 영화동 448-1,경기도 수원시 장안구 수성로350번길 4 (영화동),16271.0,200838.5395,421200.1409,37.292777882941266,127.01024739180983
뷰티펫동물병원,031-278-3593,104.98,경기도 수원시 권선구 호매실동 1400,"경기도 수원시 권선구 호매실로104번길 90, 제이디타워1 206호 (호매실동)",16630.0,196620.6117,417517.6144,37.25959106055839,126.96269556938266
아이러브 동물병원,031-241-7551,118.18,경기도 수원시 장안구 송죽동 506-3,"경기도 수원시 장안구 송원로 69, 4층 (송죽동)",16305.0,200703.2632,422135.7362,37.30120797942093,127.00872258023638
하하 동물병원,031-292-1275,31.87,경기도 수원시 권선구 구운동 921-11,"경기도 수원시 권선구 구운로85번길 12, 105층 (구운동)",16405.0,197489.4946,419955.2153,37.28155747567709,126.9724819083778
맘동물병원,031-548-1175,60.8,경기도 수원시 영통구 이의동 1332 Summit place 광교 cb12호,"경기도 수원시 영통구 센트럴타운로 85, cb12호 (이의동, Summit place 광교)",16507.0,204409.226,420967.6178,37.2906729566305,127.05051544460893
이리온동물병원광교롯데마트점,031-213-0053,47.9,경기도 수원시 영통구 이의동 1332 Summit place 광교,"경기도 수원시 영통구 센트럴타운로 85 (이의동, Summit place 광교)",16507.0,204409.226,420967.6178,37.2906729566305,127.05051544460893
공감＋동물의료센터,031-214-0025,182.4,경기도 수원시 영통구 원천동 78-3,"경기도 수원시 영통구 중부대로 293-3, 2층 (원천동)",16503.0,204155.9256,419123.029,37.27405377126859,127.04764871208376
메리 동물병원,031-296-7582,51.8,경기도 수원시 권선구 호매실동 1362-1 103-2호,"경기도 수원시 권선구 칠보로 138, 103-2호 (호매실동)",16401.0,195837.2106,418184.3976,37.26559578576153,126.95386063939173
조원 동물병원,031-244-7975,101.92,경기도 수원시 장안구 조원동 734-18,"경기도 수원시 장안구 조원로 78, 1층 (조원동)",16282.0,201423.5724,422034.8584,37.300298266923164,127.01684679124034
행복사랑동물병원,031-255-7975,148.0,경기도 수원시 장안구 조원동 752,"경기도 수원시 장안구 송원로86번길 4, 1,2층 (조원동)",16284.0,200828.9929,422235.1495,37.30210362738146,127.01014079280334
수원 스카이 동물메디컬센터,031-895-5775,790.0,경기도 수원시 팔달구 인계동 951-10,"경기도 수원시 팔달구 인계로 91, 2,3층 (인계동)",16487.0,202393.1681,418513.7064,37.268569646263366,127.02777173988868
수원24시 바른동물의료센터,031-291-2475,393.11,경기도 수원시 권선구 금곡동 1114,"경기도 수원시 권선구 금곡로 213, 203,204,309호 (금곡동)",16391.0,195818.5252,419211.743,37.274852429232844,126.95364412654162
안녕동물병원,031-8007-3103,77.94,경기도 수원시 영통구 원천동 593 광교아이파크,"경기도 수원시 영통구 광교호수공원로 80, 154호,155호,156(일부)호 (원천동, 광교아이파크)",16514.0,205357.8071,419119.0197,37.274011589403976,127.06119987595277
다나 동물병원,031-211-7525,96.84,경기도 수원시 영통구 매탄동 923-6,"경기도 수원시 영통구 동수원로 400-1, 1층 (매탄동)",16543.0,203520.2013,418087.1587,37.26472280442345,127.04047612064382
에스 클래스 동물병원,031-217-7801,66.0,경기도 수원시 영통구 원천동 589 중흥 S-클래스,"경기도 수원시 영통구 광교호수공원로 277, B1층 9,10호 (원천동, 중흥 S-클래스)",16517.0,205026.0796,420062.8782,37.282517886913496,127.0574659512158
sun동물병원,031-234-5550,37.68,경기도 수원시 권선구 곡반정동 558-2,경기도 수원시 권선구 곡선로 37 (곡반정동),16670.0,202489.2237,415275.8755,37.2393953648596,127.02884414470185
새싹 동물병원,031-202-7501,92.12,경기도 수원시 영통구 신동 937-1,"경기도 수원시 영통구 권선로908번길 31, 103,104호 (신동)",16683.0,203925.9432,416153.6983,37.24730003690702,127.0450402647775
수원시동물보호센터 동물병원,031-228-3561,595.71,경기도 수원시 영통구 하동 40-10 수원시 동물보호센터,"경기도 수원시 영통구 광교호수로 234, 수원시 동물보호센터 (하동)",16511.0,206906.4684,420340.3514,37.2850060854222,127.07867222152622
유동물병원,070-4647-2999,34.37,경기도 수원시 장안구 영화동 422-43,"경기도 수원시 장안구 장안로 29, 103호 (영화동)",16274.0,200412.9971,420627.3774,37.287617363355615,127.0054479489442
쿨펫 동물병원,031-206-7503,74.19,경기도 수원시 영통구 망포동 557-1 효성빌딩,"경기도 수원시 영통구 영통로 120, 효성빌딩 1층 (망포동)",16692.0,204977.016,415193.8663,37.238646640194226,127.05688057488342
라임동물병원,02-6227-7582,85.96,서울특별시 송파구 방이동 135-1 세림빌딩 1층,"서울특별시 송파구 가락로 258, 세림빌딩 1층 (방이동)",5634.0,210444.4877,445418.5016,37.51093064348356,127.11892098951772
쪼꼬동물메디컬센터,0325652943,531.5,인천광역시 서구 가정동 606-2번지 2층,"인천광역시 서구 청중로478번안길 4, 2층 (가정동)",22858.0,170321.0232,447511.2305,37.529365033225275,126.66502154442233
청주시 반려동물보호센터,231-0047,34.45,충청북도 청주시 흥덕구 강내면 태성리 22-5,충청북도 청주시 흥덕구 강내면 서부로 411-55,28174.0,232645.5077,343314.6376,36.59040804678279,127.3656015618968
현대종합동물병원,02-2212-7596,0.0,서울특별시 동대문구 장안동 330-2,"서울특별시 동대문구 답십리로 293, 1층 (장안동)",2523.0,206384.1763,452248.6846,37.57250673833485,127.07305558017414
로잔동물의료센터,02-872-7588,0.0,서울특별시 관악구 봉천동 40-29 수안빌딩,"서울특별시 관악구 관악로29길 3, 1층 (봉천동)",8727.0,196078.029,442691.1381,37.48640687201017,126.95644364462429
서울종합동물병원,02-888-8807,0.0,서울특별시 관악구 신림동 408-143번지 1층,"서울특별시 관악구 신림로 233, 1층 (신림동)",8845.0,194203.9151,441673.9224,37.47723176552388,126.9352614781174
시지동물병원,0537915945,0.0,대구광역시 수성구 시지동 462-121,대구광역시 수성구 달구벌대로 3014 (시지동),42251.0,352351.8979,261497.3385,35.84180841592167,128.68707975930704
토마스동물병원,031-771-7599,98.6,경기도 양평군 양평읍 공흥리 585,"경기도 양평군 양평읍 중앙로 93, 101,102호",12551.0,244102.628,443704.25,37.49449409391657,127.4995012742236
로뎀나무 동물의료센터,031-847-7720,396.0,경기도 양주시 만송동 343-2,"경기도 양주시 고읍로 166, 1,2층 전부호 (만송동)",11494.0,207639.6058,476536.2523,37.791320917781476,127.08751903466339
제일동물병원,323-2423,24.0,전북특별자치도 무주군 안성면 장기리 1334-1,전북특별자치도 무주군 안성면 안성로 298-6,55540.0,259109.0187,263253.3839,35.867678958705866,127.65527737378642
바나나동물병원,231-0119,0.0,인천광역시 남동구 구월동 1264,"인천광역시 남동구 호구포로 818, 116,117호 (구월동)",21534.0,175127.3114,439299.8294,37.45552362033241,126.7196739066186
더바름동물병원,02-6953-7515,0.0,경기도 고양시 덕양구 향동동 563번지,"경기도 고양시 덕양구 향기로 56, 스카이타워 1층 101호 (향동동)",10546.0,190408.5962,454741.9862,37.59494206734052,126.8921820377641
우리동물병원,063-642-5550,141.35,전북특별자치도 임실군 오수면 오수리 348-21,전북특별자치도 임실군 오수면 오수4길 5,55952.0,229719.937,226573.66,35.53843025282172,127.32852618079266
수호동물병원,053-982-0275,111.0,대구광역시 동구 봉무동 1539-3번지 이시아시티빌딩 205호,"대구광역시 동구 팔공로51길 3, 이시아시티빌딩 205호 (봉무동)",41026.0,347996.7264,270411.6872,35.92278204096194,128.64054747366018
