사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),경도,위도,
강남종합동물병원,031-283-0775,62.55,경기도 용인시 기흥구 신갈동 38-5번지,경기도 용인시 기흥구 신갈로 85 (신갈동),16967,209286.0713,419153.7692,129.41121971,35.35595108,
24시동물병원,281-7585,62.3,경기도 용인시 기흥구 구갈동 391-5번지,경기도 용인시 기흥구 구갈로 53 (구갈동),16971,209775.175,419688.265,129.41722714,35.36023861,
죽전동물병원,031-266-2993,0,경기도 용인시 기흥구 보정동 1208-2번지 씨티프라자,"경기도 용인시 기흥구 죽전로 49, 101호 (보정동)",16898,210058.1475,424310.3344,129.46811967,35.36175941,
제이엘 동물병원,031-285-8275,0,경기도 용인시 기흥구 동백동 212-7번지,경기도 용인시 기흥구 평촌2로1번길 9-1 (동백동),17001,213588.6884,419910.6538,129.42069830,35.39453478,
동백동물병원,031-693-8627,37.62,경기도 용인시 기흥구 중동 832-1번지 107호,"경기도 용인시 기흥구 동백5로 21-11, 107호 (중동, 동백훼미리프라자 1)",17006,213479.0698,419519.2291,129.41636359,35.39363377,
현대동물병원,285-6334,84.48,경기도 용인시 기흥구 상갈동 102-12 41통2반,경기도 용인시 기흥구 신갈로 20 (상갈동),17067,209303.0756,418498.6893,129.40402246,35.35624777,
레이크동물병원,8005-7507,63,경기도 용인시 기흥구 동백동 607-11번지,경기도 용인시 기흥구 평촌1로8번길 11-4 (동백동),17001,213482.3779,420389.8277,129.42593997,35.39347155,
우리동물병원,286-2275,53,경기도 용인시 기흥구 보라동 581-1번지,경기도 용인시 기흥구 한보라2로14번길 4-14 (보라동),17081,209709.7751,416877.3178,129.38630507,35.36026411,
쿨펫 동물병원,031-679-0551,44,"경기도 용인시 기흥구 중동 833번지 쥬네브썬월드 B036,B037호","경기도 용인시 기흥구 동백죽전대로 444 (중동, 쥬네브썬월드빌딩)",17006,213383.9778,419575.3412,129.41695519,35.39276501,
해뜰동물병원,031-889-7556,36,경기도 용인시 기흥구 보정동 122호,"경기도 용인시 기흥구 보정로 117 (보정동, 리베로3)",16898,210062.9461,424209.2006,129.46700911,35.36182534,
금오동물병원,031-826-7582,0,경기도 의정부시 금오동 473-3번지 신세계프라자 112호,"경기도 의정부시 청사로 37 (금오동,신세계프라자 112호)",,206087.8601,472116.5731,129.99223587,35.31413824,
가능동물병원,875-1476,0,경기도 의정부시 가능동 668-13번지 3통5반,경기도 의정부시 가능로 37 (가능동),11681,203021.62,471587.1884,129.98540683,35.28667960,
장암종합동물병원,843-1415,0,경기도 의정부시 신곡동 336-1,경기도 의정부시 동일로 468(신곡동),11738,205169.3418,469748.5829,129.96592621,35.30651087,
도그플러스 동물병원,031-851-7373,66,경기도 의정부시 금오동 475-1번지 홈플러스 3층,"경기도 의정부시 청사로 38, 홈플러스 3층 (금오동)",11757,206192.0908,472186.1825,129.99303498,35.31505759,
달빛동물병원,031-875-1559,42.9,경기도 의정부시 호원동 454,"경기도 의정부시 평화로 239, 1층 105호 (호원동)",11711,204078.7577,467864.6259,129.94488023,35.29719908,
에이스동물메디컬센터,031-875-8090,0,경기도 의정부시 의정부동 26-6번지,경기도 의정부시 태평로 102-1 (의정부동),11693,204498.574,471014.1342,129.97960282,35.30013059,
오즈동물병원,031-840-0075,0,경기도 의정부시 신곡동 673-6,경기도 의정부시 추동로 13 (신곡동),11740,204995.2136,471184.952,129.98164273,35.30455512,
하트만 동물병원,031-874-7533,0,경기도 의정부시 호원동 316-171,"경기도 의정부시 외미로 91, 1층 (호원동)",11637,203939.0127,469119.0824,129.95860944,35.29560459,
서울동물병원,031-852-7733,0,,"경기도 의정부시 용현로 152, 103호 (민락동)",11808,208100.9843,470901.6782,129.97955824,35.33259029,
제일동물병원,848-4598,54,,경기도 의정부시 태평로 116 (의정부동),11693,204497.4421,471155.3774,129.98115344,35.30008214,
바른동물병원,,0,경기도 의정부시 의정부동 210-1,"경기도 의정부시 평화로 559-1 (의정부동, 명빌딩)",11691,204042.3174,471055.3546,129.97990476,35.29601215,
의정부 24시 IU 동물병원,031-871-7588,0,경기도 의정부시 의정부동 94-6,경기도 의정부시 태평로 52 (의정부동),11698,204484.8059,470504.2228,129.97399891,35.30014458,
내곁에동물병원,,0,경기도 의정부시 민락동 803-2번지,"경기도 의정부시 민락로 195, 중흥s클래스 1층 113, 114호 (민락동)",11813,208775.8361,471155.0748,129.98256530,35.33859664,
하은동물병원,031-286-8999,0,경기도 용인시 기흥구 보라동 407-1번지,경기도 용인시 기흥구 민속촌로 43 (보라동),17074,209668.9405,417046.7283,129.38815681,35.35985953,
보라종합동물병원,031-893-6119,0,경기도 용인시 기흥구 보라동 413-6번지,경기도 용인시 기흥구 민속촌로 8 (보라동),17074,209316.9586,417010.2992,129.38766292,35.35669735,
용인도담동물병원,031-548-2526,0,경기도 용인시 기흥구 동백동 605-11번지,경기도 용인시 기흥구 평촌1로2번길 6 (동백동),17001,213545.0759,420298.7524,129.42495518,35.39405634,
유앤미동물병원,031-235-0075,0,경기도 용인시 기흥구 서천동 814,"경기도 용인시 기흥구 서천로127번길 3-3, 105호 (서천동)",17108,206358.0941,414990.6346,129.36468136,35.33048497,
기흥동물병원,031-287-9900,0,경기도 용인시 기흥구 언남동 242-4번지 102호,"경기도 용인시 기흥구 구성로 111, 102호 (언남동, 채러티디벨로퍼(주))",16918,210696.0225,421283.2141,129.43501143,35.36817965,
함께하는 동물병원,031-275-6549,102,경기도 용인시 기흥구 마북동 182번지,"경기도 용인시 기흥구 마북로 164, A동 1층 1,2호 (마북동, 테라스가든A빌딩)",16911,210951.8131,422446.817,129.44787498,35.37022467,
봄동물병원,031-203-4727,0,경기도 용인시 기흥구 서천동 730-2번지,경기도 용인시 기흥구 서천서로12번길 4-8 (서천동),17105,206494.8394,415403.6901,129.36925706,35.33162765,
THE힘찬동물병원,,0,경기도 용인시 기흥구 중동 1108-1번지,"경기도 용인시 기흥구 동백죽전대로527번길 98-6, 1층 (중동)",16990,212709.3068,419948.9866,129.42088310,35.38660649,
하트펫 동물병원,,69.6,경기도 용인시 기흥구 공세동 734-3번지,"경기도 용인시 기흥구 탑실로 32, 1층 110, 111호 (공세동)",17084,209706.9643,415231.3019,129.36820704,35.36059497,
대학동물병원,261-8277,0,경기도 용인시 수지구 풍덕천동 666-1번지,경기도 용인시 수지구 문인로39번길 3-1 (풍덕천동),,208654.9582,425658.2826,129.48255194,35.34881887,
어정동물병원,031-284-9200,120,경기도 용인시 기흥구 중동 760-1번지,경기도 용인시 기흥구 어정로 134-12 (중동),16995,212829.2264,419223.7714,129.41293948,35.38784615,
사랑동물병원,847-7335,0,경기도 의정부시 신곡동 519-26번지,경기도 의정부시 금신로 317 (신곡동),11741,205437.3703,471351.753,129.98362073,35.30849023,
신촌동물병원,877-0675(6),26.9,경기도 의정부시 가능동 648-23번지,경기도 의정부시 신흥로 357-1 (가능동),,203675.0655,471757.1795,129.98748949,35.29251585,
메이 동물병원,211-3375,100,울산광역시 중구 남외동 214-1번지,울산광역시 중구 번영로 581 (남외동),44493,412557.1053,232481.4145,127.36597099,37.21149868,
하임동물의료센터,,170.95,경기도 김포시 풍무동 207-2번지,"경기도 김포시 양도로19번길 17, 2층 201호 (풍무동)",10113,,,,,
자연낙농동물병원,583-1323,20,전북특별자치도 부안군 부안읍 봉덕리 793-4,전북특별자치도 부안군 부안읍 진성길 11,,176254.7943,247224.1863,127.51788005,35.08114871,
부안동물병원,,24,전북특별자치도 부안군 부안읍 봉덕리 574-12,전북특별자치도 부안군 부안읍 번영로 161,,176221.5183,247465.405,127.52052335,35.08083743,
연합동물병원,,1008.5,전북특별자치도 부안군 부안읍 선은리 11-8,전북특별자치도 부안군 부안읍 번영로 185,,176466.6025,247555.3183,127.52152340,35.08304245,
제일동물병원,,20,전북특별자치도 부안군 부안읍 서외리 10-5,전북특별자치도 부안군 부안읍 번영로 129,,175943.5892,247416.1484,127.51996731,35.07833441,
미래동물병원,,117.99,전북특별자치도 부안군 부안읍 봉덕리 574-49,전북특별자치도 부안군 부안읍 번영로 155-2,56307,176177.2553,247447.5076,127.52032456,35.08043927,
새만금동물병원,,42.82,전북특별자치도 부안군 보안면 영전리 4통,전북특별자치도 부안군 보안면 영전길 15-0,56329,170028.5762,234581.2001,127.37897562,35.02553522,
닥터 홍 동물병원,063-581-7582,82.6,전북특별자치도 부안군 부안읍 서외리 432-21,전북특별자치도 부안군 부안읍 번영로 82-1,56311,175442.8939,247414.8135,127.51992404,35.07382105,
부안산업동물병원,,44.94,전북특별자치도 부안군 계화면 창북리 807-12,전북특별자치도 부안군 계화면 창중길 3-1,56301,172477.3472,251397.692,127.56341255,35.04689376,
바른동물병원,,0,전북특별자치도 부안군 보안면 영전리 521-14,전북특별자치도 부안군 보안면 영전길 15,56329,170028.5762,234581.2001,127.37897562,35.02553522,
동행동물병원,986-9816,202.26,경기도 김포시 풍무동 209-2,"경기도 김포시 양도로19번길 15, 2층 201,202호 (풍무동)",10113,,,,,
당찬우리동물병원,,16.67,충청남도 당진시 우강면 창리 246-5,"충청남도 당진시 우강면 면천로 1783, 1층 3호",31754,180494.2769,367854.9925,128.84123749,35.10648668,
벡스코 동물병원,051-715-2228,,부산광역시 해운대구 우동 1124-26번지 해운대센텀메디칼센터,"부산광역시 해운대구 해운대로 369, 해운대센텀메디칼센터 (우동)",48062,394690.1278,187760.6973,126.86238945,37.05097441,
대전우리동물의료센터,042-222-1117,152.6,"대전광역시 중구 대사동 248-365 1,2층","대전광역시 중구 계룡로 926-1, 1,2층 (대사동)",34964,237214.5596,313314.2398,128.25098754,35.62526590,
24시 성심동물메디컬센터,0427197566,0,대전광역시 유성구 봉명동 548-11,대전광역시 유성구 계룡로 131 (봉명동),34187,230922.6889,316964.0232,128.29036156,35.56814094,
도그플러스 동물병원,054-462-0075,0,경상북도 구미시 광평동 792-21 홈플러스 구미광평점,"경상북도 구미시 구미대로 174, 홈플러스 구미광평점 2층 (광평동)",39347,322735.286,290001.1074,128.00337150,36.39836797,
24시 굿케어동물의료센터,02-6956-2475,0,서울특별시 관악구 봉천동 1673-21 1층 103호,"서울특별시 관악구 남부순환로 1861, 1층 103호 (봉천동)",8739,196120.0397,441980.4754,129.65825657,35.23212660,
빛가온동물병원,6369-0075,,서울특별시 도봉구 도봉동 623-103번지 1층,"서울특별시 도봉구 마들로 695, 1층 (도봉동)",1328,204021.1148,463311.6513,129.89486417,35.29788818,
아이사랑동물병원,02-946-0011,108,서울특별시 강북구 미아동 561-2 현대성우아파트 102동 110호,"서울특별시 강북구 삼양로24길 19, 102동 110호 (미아동, 현대성우아파트)",1201,201882.0268,457207.4598,129.82715780,35.28021644,
금샘동물병원,051-529-2991,0,부산광역시 동래구 온천동 174-5 보광빌딩,"부산광역시 동래구 중앙대로1473번길 8, 보광빌딩 2층 (온천동)",47711,389616.5437,192913.3892,126.92037055,37.00530567,
애니컴 메디컬센터,02-2232-9702,144,서울특별시 중구 신당동 353-130,"서울특별시 중구 다산로 83-1, 3층 (신당동)",4599,200640.4663,449978.4936,129.74740364,35.27086786,
자연앤동물병원,031-994-7599,,경기도 남양주시 다산동 6089-3번지,"경기도 남양주시 다산중앙로 109, 205호 (다산동)",12248,213476.644,457852.7129,129.83789212,35.38443943,
우리동물병원,,87.75,경상남도 거창군 거창읍 대평리 1498-15번지 왕우렁쌈밥,"경상남도 거창군 거창읍 거함대로5길 71, 왕우렁쌈밥",50145,283376.0167,242960.7274,127.47681248,36.04689130,
운봉동물병원,,18.72,전북특별자치도 남원시 운봉읍 동천리 506-1,"전북특별자치도 남원시 운봉읍 운봉로 702, 부산갈매기식당, 운봉가축병원",55718,248232.5061,215525.7846,127.17163493,35.73095234,
청원동물병원,,100,전북특별자치도 남원시 동충동 44-7 청원동물병원,"전북특별자치도 남원시 용성로 95, 청원동물병원 (동충동)",55760,235073.0987,212253.8986,127.13526461,35.61238273,
하나동물종합병원,,46.5,"전북특별자치도 남원시 왕정동 59-2 선수학전문학원,꽃화원,sk텔레콤","전북특별자치도 남원시 남문로 409, 선수학전문학원,꽃화원,sk텔레콤 (왕정동)",55764,234089.8357,211971.041,127.13212772,35.60352320,
남원축협 동물병원,,103,전북특별자치도 남원시 향교동 263-3,전북특별자치도 남원시 붕맛길 99 (향교동),55740,234818.1504,213062.4333,127.14418547,35.61007431,
지리산동물병원,,,전북특별자치도 남원시 금동 325-2,전북특별자치도 남원시 금동로 41(금동),55766,233690.1201,211489.6934,127.12680928,35.59992592,
신성동물약품병원,,166,전북특별자치도 남원시 왕정동 218-3,전북특별자치도 남원시 의서길 33 (왕정동),55747,233800.0585,212503.5303,127.13800046,35.60090460,
지리산 산업동물병원,,0,전북특별자치도 남원시 광치동 644-7,"전북특별자치도 남원시 밤티재길 14-5, 1층 (광치동)",55724,233698.3735,216572.8177,127.18291059,35.59992822,
남원제일가축병원,,30,전북특별자치도 남원시 금동 252-16 성림장,"전북특별자치도 남원시 의총로 61, 성림장 (금동)",55768,234074.5806,211883.6085,127.13116248,35.60338674,
한결동물병원,,211.57,전북특별자치도 남원시 동충동 52-17,전북특별자치도 남원시 동문로 58 (동충동),55760,235009.4824,212425.3127,127.13715578,35.61180716,
JM서울동물병원(산업동물출장진료전문),,25.62,경상남도 함안군 칠서면 청계리 736-7번지 칠서편의점,경상남도 함안군 칠서면 청계2길 25-3,52014,336179.2719,204792.1146,127.05351146,36.52373606,
다산마리동물병원,5657553,,"경기도 남양주시 다산동 6053번지 다산진건지구 상업2-7-1,2","경기도 남양주시 다산순환로 350, KB 골든타워 1층 110호 (다산동)",12285,213646.1339,458169.7177,129.84143077,35.38588339,
별빛동물병원,,80,경상북도 영천시 북안면 임포리 244번지 범진아파트,"경상북도 영천시 북안면 임포역길 84, 범진아파트 2동 2층 2호",38907,381419.5519,270556.1576,127.79201196,36.92882191,
온마음 동물메디컬센터,,0,서울특별시 송파구 거여동 20-5번지 정림빌딩,"서울특별시 송파구 오금로 473, 정림빌딩 (거여동)",5744,212481.1143,443607.2504,129.68096932,35.37905551,
